epoch,train loss,valid loss
0,1.1526353359222412,1.0949692726135254
1,1.1305430302253137,1.091697096824646
2,1.112912471477802,1.0900446474552155
3,1.0747395845559926,1.0869188606739044
4,1.0784251506511981,1.0768662095069885
5,1.0758294600706835,1.0759121179580688
6,1.0544264362408564,1.0767749547958374
7,1.045311478468088,1.069800078868866
8,1.0165541584675128,1.0624849200248718
9,1.0136227974524865,1.0651356875896454
10,0.9993367424378028,1.0667076408863068
11,1.0008983107713552,1.0744116306304932
12,0.973207950592041,1.064533293247223
13,0.9797616600990295,1.0631581544876099
14,0.9710047795222356,1.0596133172512054
15,0.9757516705072843,1.055670589208603
16,0.9440210278217609,1.0614154636859894
17,0.9415692870433514,1.0623735189437866
18,0.9389567237633926,1.0704782605171204
19,0.9566770195960999,1.0695059597492218
20,0.9319289876864507,1.0655550956726074
21,0.9393338973705585,1.0728734135627747
22,0.9202724511806781,1.0732841193675995
23,0.9075070252785316,1.0752874910831451
24,0.9109767721249507,1.0739797949790955
25,0.9102401595849258,1.070304423570633
26,0.8967025096599872,1.073279231786728
27,0.8921834780619695,1.0621044337749481
28,0.9001686297930204,1.0650734305381775
29,0.8912124037742615,1.0644846558570862
30,0.8728276628714341,1.064292997121811
31,0.8842622500199538,1.065111756324768
32,0.8711033417628362,1.0663829147815704
33,0.8643877460406377,1.07273468375206
34,0.8528443253957309,1.0696560144424438
35,0.8293715394460238,1.0690042674541473
36,0.8406963210839492,1.070099115371704
37,0.8386853016339816,1.0734935402870178
38,0.8334634808393625,1.0801321864128113
39,0.8288825750350952,1.0700520873069763
40,0.8311268641398504,1.0717969238758087
41,0.8312735420006973,1.0677047669887543
42,0.8172664596484258,1.0679648369550705
43,0.829237543619596,1.0689058601856232
44,0.8222021139585055,1.0685674250125885
45,0.8327683852269099,1.0665325969457626
